date,id,poc,pm2.5,daily_aqi,site_name,aqs_parameter_desc,cbsa_code,cbsa_name,county
5/20/21,191630015,1,9.4,39,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/21/21,191630015,1,6.6,28,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/22/21,191630015,1,8,33,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/23/21,191630015,1,7.6,32,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/24/21,191630015,1,10.8,45,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/25/21,191630015,1,8.1,34,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/26/21,191630015,1,3.8,16,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/27/21,191630015,1,3,13,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/28/21,191630015,1,2,8,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/29/21,191630015,1,4.5,19,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/30/21,191630015,1,9,38,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/31/21,191630015,1,12.3,51,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/1/21,191630015,1,7.8,33,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/2/21,191630015,1,9.6,40,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/3/21,191630015,1,9.1,38,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/4/21,191630015,1,7,29,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/5/21,191630015,1,7.9,33,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/6/21,191630015,1,7.4,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/7/21,191630015,1,5.8,24,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/8/21,191630015,1,7,29,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/9/21,191630015,1,6.5,27,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/10/21,191630015,1,9.8,41,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/11/21,191630015,1,11.1,46,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/12/21,191630015,1,7.4,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/13/21,191630015,1,6.7,28,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/14/21,191630015,1,6.4,27,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/15/21,191630015,1,7.4,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/16/21,191630015,1,4.3,18,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/17/21,191630015,1,9.4,39,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/18/21,191630015,1,11,46,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/19/21,191630015,1,8.2,34,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/20/21,191630015,1,7.7,32,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/21/21,191630015,1,3.2,13,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/22/21,191630015,1,3.1,13,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/23/21,191630015,1,5.8,24,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/24/21,191630015,1,9.1,38,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/25/21,191630015,1,3.8,16,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/26/21,191630015,1,4.2,18,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/27/21,191630015,1,5.8,24,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/28/21,191630015,1,4.7,20,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/29/21,191630015,1,4.1,17,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/30/21,191630015,1,5.2,22,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/1/21,191630015,1,7.5,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/2/21,191630015,1,6.5,27,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/3/21,191630015,1,22.5,73,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/4/21,191630015,1,13.3,54,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/5/21,191630015,1,14.6,56,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/6/21,191630015,1,13.9,55,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/7/21,191630015,1,11.1,46,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/8/21,191630015,1,2.5,10,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/9/21,191630015,1,4.2,18,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/10/21,191630015,1,7.1,30,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/11/21,191630015,1,7.5,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/12/21,191630015,1,8.8,37,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/13/21,191630015,1,5.9,25,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/14/21,191630015,1,9,38,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/15/21,191630015,1,5.5,23,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/16/21,191630015,1,9.8,41,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/17/21,191630015,1,12.9,53,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/18/21,191630015,1,9.3,39,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/19/21,191630015,1,10.6,44,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/20/21,191630015,1,11.7,49,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/21/21,191630015,1,22.4,73,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/22/21,191630015,1,25.8,80,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/23/21,191630015,1,27.8,84,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/24/21,191630015,1,16.1,59,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/25/21,191630015,1,12.4,52,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/26/21,191630015,1,14.1,55,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/27/21,191630015,1,14.6,56,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/28/21,191630015,1,17.1,62,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/29/21,191630015,1,17.8,63,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/30/21,191630015,1,11.4,48,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/31/21,191630015,1,20.1,68,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/4/21,191630015,2,12,50,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/10/21,191630015,2,14.6,56,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/16/21,191630015,2,6.6,28,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/22/21,191630015,2,3.6,15,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/28/21,191630015,2,12.5,52,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/3/21,191630015,2,15.9,59,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/9/21,191630015,2,12.6,52,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/15/21,191630015,2,4.4,18,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/21/21,191630015,2,17.1,62,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/27/21,191630015,2,13.1,53,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/5/21,191630015,2,10,42,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/11/21,191630015,2,3.4,14,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/17/21,191630015,2,14.8,57,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/23/21,191630015,2,8.4,35,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/29/21,191630015,2,5.6,23,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
4/4/21,191630015,2,23,74,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
4/10/21,191630015,2,1.4,6,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
4/16/21,191630015,2,6,25,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
4/22/21,191630015,2,7.2,30,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
4/28/21,191630015,2,14.6,56,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/4/21,191630015,2,3.5,15,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/10/21,191630015,2,6.6,28,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/16/21,191630015,2,9,38,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/22/21,191630015,2,7.7,32,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
5/28/21,191630015,2,2,8,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/3/21,191630015,2,9.6,40,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/9/21,191630015,2,6.2,26,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/15/21,191630015,2,6.5,27,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/21/21,191630015,2,3,13,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
6/27/21,191630015,2,5.8,24,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/3/21,191630015,2,22.7,73,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/9/21,191630015,2,4.2,18,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/15/21,191630015,2,5.8,24,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/21/21,191630015,2,22,72,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
7/27/21,191630015,2,14.7,56,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/1/21,191630015,3,19.3,66,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/2/21,191630015,3,25.2,79,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/3/21,191630015,3,26,80,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/4/21,191630015,3,13.4,54,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/5/21,191630015,3,17.3,62,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/6/21,191630015,3,19.5,67,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/7/21,191630015,3,20.5,69,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/8/21,191630015,3,10.2,43,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/9/21,191630015,3,12.1,51,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/10/21,191630015,3,16,59,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/11/21,191630015,3,10.8,45,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/12/21,191630015,3,13.7,54,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/13/21,191630015,3,12.7,52,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/14/21,191630015,3,10,42,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/15/21,191630015,3,6.2,26,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/16/21,191630015,3,8,33,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/17/21,191630015,3,7.4,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/18/21,191630015,3,13.4,54,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/19/21,191630015,3,12,50,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/20/21,191630015,3,6.3,26,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/21/21,191630015,3,3.4,14,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/22/21,191630015,3,4.7,20,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/23/21,191630015,3,7.5,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/24/21,191630015,3,14.2,55,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/25/21,191630015,3,15.7,59,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/26/21,191630015,3,4.9,20,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/27/21,191630015,3,6.3,26,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/28/21,191630015,3,12,50,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/29/21,191630015,3,14.5,56,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/30/21,191630015,3,11.6,48,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
1/31/21,191630015,3,11.2,47,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/1/21,191630015,3,13.8,55,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/2/21,191630015,3,15.9,59,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/3/21,191630015,3,18.5,64,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/4/21,191630015,3,10.5,44,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/5/21,191630015,3,7.1,30,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/6/21,191630015,3,6,25,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/7/21,191630015,3,4.8,20,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/8/21,191630015,3,6.4,27,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/9/21,191630015,3,10.2,43,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/10/21,191630015,3,10.3,43,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/11/21,191630015,3,10.1,42,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/12/21,191630015,3,7.4,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/13/21,191630015,3,6.3,26,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/14/21,191630015,3,6.7,28,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/15/21,191630015,3,5,21,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/16/21,191630015,3,6.5,27,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/17/21,191630015,3,16.7,61,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/18/21,191630015,3,25.3,79,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/19/21,191630015,3,34.6,98,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/20/21,191630015,3,27.6,84,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/21/21,191630015,3,19.1,66,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/22/21,191630015,3,18,63,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/23/21,191630015,3,4.6,19,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/24/21,191630015,3,8.1,34,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/25/21,191630015,3,12,50,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/26/21,191630015,3,12.3,51,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/27/21,191630015,3,15.2,58,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
2/28/21,191630015,3,12.3,51,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/1/21,191630015,3,7.4,31,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/2/21,191630015,3,13,53,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
3/3/21,191630015,3,13.9,55,"DAVENPORT, JEFFERSON SCH.",PM2.5 - Local Conditions,19340,"Davenport-Moline-Rock Island, IA-IL",Scott
