age,sex,sexornt,agekdbrn,natdrug,grass,happy,hapmar,socbar,polhitok,hunt,fejobaff,discaffm,discaffw,fehire,inttech,meovrwrk,hapunhap,theism,fatalism,godmeans,nihilism,egomeans,evidu,idu30,evcrack,crack30,race,uscitzn,fucitzn,cohort,realinc,realrinc
69,FEMALE,NA,28,TOO LITTLE,NA,VERY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,NA,NEITHER,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1949,72640,NA
26,MALE,Bisexual,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1992,72640,6242.5
45,MALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,VERY HAPPY,VERY HAPPY,ONCE A MONTH,YES,NA,FOR,SOMEWHAT LIKELY,NA,NA,Very interested,STRONGLY DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1973,72640,30645
54,FEMALE,Heterosexual or straight,38,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1964,37455,NA
61,FEMALE,NA,33,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,ONCE A MONTH,NA,SPOUSE,AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1957,119879.41732000001,14755
19,MALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,STRONGLY AGREE,FAIRLY HAPPY,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1999,24970,NA
58,MALE,Heterosexual or straight,41,NA,LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1960,45400,37455
50,FEMALE,NA,31,NA,LEGAL,PRETTY HAPPY,NA,SEV TIMES A WEEK,NO,NA,NA,NA,SOMEWHAT LIKELY,DISAGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1968,37455,37455
36,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1982,63560,30645
27,FEMALE,NA,23,NA,NA,PRETTY HAPPY,NA,SEV TIMES A MNTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,STRONGLY AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1991,37455,17025
51,MALE,NA,NA,ABOUT RIGHT,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,1967,30645,20430
48,MALE,NA,22,NA,NA,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,STRONGLY AGREE,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,AGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1970,6242.5,NA
29,FEMALE,Heterosexual or straight,20,NA,LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1989,30645,8512.5
65,FEMALE,NA,31,NA,NA,VERY HAPPY,NA,SEV TIMES A MNTH,NA,NEITHER,NA,NA,VERY LIKELY,STRONGLY AGREE,Moderately interested,AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1953,45400,6242.5
67,FEMALE,NA,NA,NA,NOT LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1951,37455,24970
53,MALE,Heterosexual or straight,28,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A MNTH,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1965,54480,45400
45,MALE,Heterosexual or straight,34,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1973,119879.41732000001,151050.72136000003
36,FEMALE,Heterosexual or straight,22,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1982,14755,6242.5
60,MALE,Heterosexual or straight,38,NA,LEGAL,VERY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1958,54480,45400
63,FEMALE,Heterosexual or straight,27,TOO LITTLE,LEGAL,VERY HAPPY,VERY HAPPY,ONCE A YEAR,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,BLACK,NA,NA,1955,119879.41732000001,24970
52,FEMALE,NA,28,NA,NA,PRETTY HAPPY,NA,SEV TIMES A MNTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Moderately interested,STRONGLY AGREE,FAIRLY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1966,30645,30645
34,MALE,Heterosexual or straight,30,ABOUT RIGHT,LEGAL,VERY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1984,37455,17025
58,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1960,NA,17025
63,MALE,NA,23,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,NA,NEITHER,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,DISAGREE,STRONGLY DISAGREE,DISAGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1955,63560,54480
71,FEMALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1947,30645,NA
67,FEMALE,Heterosexual or straight,21,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1951,54480,NA
65,FEMALE,Heterosexual or straight,29,NA,LEGAL,PRETTY HAPPY,NA,NA,NO,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1953,72640,63560
39,FEMALE,NA,37,NA,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1979,20430,20430
46,FEMALE,Heterosexual or straight,19,NA,NA,VERY HAPPY,NA,ONCE A MONTH,NO,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1972,24970,NA
83,FEMALE,NA,24,NA,NA,PRETTY HAPPY,NA,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,AGREE,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1935,10782.5,NA
59,MALE,Heterosexual or straight,34,TOO LITTLE,LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,54480,54480
63,FEMALE,Heterosexual or straight,38,NA,LEGAL,VERY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1955,NA,NA
38,FEMALE,Heterosexual or straight,24,NA,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,AGAINST,VERY UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,NA,NA,1980,20430,20430
50,MALE,NA,31,NA,NA,PRETTY HAPPY,NA,SEV TIMES A YEAR,NA,RESP,NA,NA,SOMEWHAT UNLIKELY,AGREE,Moderately interested,AGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1968,24970,20430
18,FEMALE,Bisexual,NA,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,2000,908,NA
45,FEMALE,NA,24,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A MNTH,NA,SPOUSE,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1973,72640,24970
18,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,2000,63560,NA
39,MALE,NA,NA,NA,NA,PRETTY HAPPY,NA,NEVER,NA,RESP,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NA,DISAGREE,DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1979,119879.41732000001,NA
31,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,SEV TIMES A MNTH,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1987,30645,30645
44,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1974,37455,37455
46,FEMALE,Heterosexual or straight,28,ABOUT RIGHT,NOT LEGAL,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NO,NA,AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,AGREE,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,BLACK,NA,NA,1972,63560,30645
56,FEMALE,Heterosexual or straight,22,TOO MUCH,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1962,119879.41732000001,14755
37,MALE,NA,33,NA,NA,VERY HAPPY,VERY HAPPY,ONCE A MONTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Moderately interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1981,119879.41732000001,37455
52,FEMALE,Heterosexual or straight,35,NA,LEGAL,VERY HAPPY,NA,SEV TIMES A MNTH,YES,NA,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1966,54480,54480
69,MALE,Heterosexual or straight,24,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1949,30645,2043
34,MALE,NA,31,NA,NA,VERY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,DISAGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,OTHER,NA,NA,1984,24970,24970
25,MALE,Heterosexual or straight,NA,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1993,NA,NA
33,MALE,Heterosexual or straight,NA,NA,NA,VERY HAPPY,NA,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1985,NA,NA
45,FEMALE,Heterosexual or straight,27,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,NA,NA,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1973,10782.5,10782.5
57,MALE,Heterosexual or straight,35,TOO LITTLE,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1961,119879.41732000001,151050.72136000003
77,MALE,NA,37,ABOUT RIGHT,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,RESP,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1941,30645,NA
29,MALE,NA,NA,NA,NA,PRETTY HAPPY,NA,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,DISAGREE,Very interested,AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,OTHER,A U.S. Citizen,NA,1989,45400,45400
58,MALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1960,119879.41732000001,151050.72136000003
42,MALE,Heterosexual or straight,33,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1976,54480,54480
65,MALE,NA,NA,NA,NA,NOT TOO HAPPY,NA,ONCE A YEAR,NA,NEITHER,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Very interested,STRONGLY DISAGREE,NOT VERY HAPPY,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1953,30645,24970
25,FEMALE,Bisexual,NA,NA,LEGAL,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1993,14755,14755
76,MALE,NA,29,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,NEITHER AGREE NOR DISAGREE,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1942,45400,NA
73,FEMALE,Heterosexual or straight,18,NA,NOT LEGAL,NOT TOO HAPPY,NA,NEVER,NA,NA,NA,NA,SOMEWHAT LIKELY,STRONGLY DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1945,24970,NA
34,FEMALE,Heterosexual or straight,23,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,NEVER,YES,NA,AGAINST,VERY LIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1984,63560,37455
51,MALE,NA,21,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,VERY LIKELY,STRONGLY AGREE,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1967,30645,30645
78,FEMALE,Heterosexual or straight,23,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NA,BOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1940,10782.5,NA
53,MALE,NA,21,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,STRONGLY FOR,VERY UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1965,24970,4086
83,MALE,NA,21,NA,NA,VERY HAPPY,PRETTY HAPPY,NEVER,NA,NEITHER,NA,NA,VERY LIKELY,DISAGREE,Not at all interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1935,12485,NA
58,FEMALE,Heterosexual or straight,23,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,MORE THAN 3 YEARS AGO,YES,MORE THAN 3 YEARS AGO,BLACK,NA,NA,1960,6242.5,NA
73,MALE,NA,20,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,SEV TIMES A WEEK,NO,NA,FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1945,NA,NA
83,FEMALE,NA,29,TOO LITTLE,NOT LEGAL,NOT TOO HAPPY,NA,NEVER,NO,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Not at all interested,AGREE,VERY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1935,908,NA
86,MALE,NA,21,NA,NA,NOT TOO HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,DISAGREE,Very interested,DISAGREE,NOT VERY HAPPY,DISAGREE,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,BLACK,A U.S. Citizen,NA,1932,10782.5,NA
70,FEMALE,NA,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,1948,10782.5,NA
31,FEMALE,Heterosexual or straight,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,ONCE A YEAR,NO,NA,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,BLACK,NA,NA,1987,37455,NA
24,FEMALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,VERY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1994,30645,2043
42,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NEVER,NA,NA,NA,NA,VERY LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1976,17025,8512.5
34,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1984,119879.41732000001,54480
70,FEMALE,Heterosexual or straight,29,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1948,NA,NA
37,FEMALE,Heterosexual or straight,19,NA,LEGAL,PRETTY HAPPY,NA,SEV TIMES A YEAR,YES,NA,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1981,24970,17025
70,MALE,NA,51,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,DISAGREE,Moderately interested,AGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1948,72640,30645
71,MALE,NA,24,ABOUT RIGHT,NA,PRETTY HAPPY,PRETTY HAPPY,ONCE A YEAR,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1947,37455,NA
26,FEMALE,Heterosexual or straight,NA,NA,NOT LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,NA,NA,SOMEWHAT UNLIKELY,NEITHER AGREE NOR DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1992,20430,17025
54,MALE,Heterosexual or straight,29,NA,NOT LEGAL,VERY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1964,119879.41732000001,151050.72136000003
40,FEMALE,Heterosexual or straight,36,TOO LITTLE,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1978,119879.41732000001,63560
56,FEMALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,NA,SEV TIMES A WEEK,YES,NA,NA,NA,VERY UNLIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1962,119879.41732000001,151050.72136000003
60,MALE,Heterosexual or straight,31,NA,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1958,63560,63560
72,MALE,NA,NA,NA,NA,PRETTY HAPPY,PRETTY HAPPY,ONCE A MONTH,NA,NEITHER,NA,NA,VERY LIKELY,AGREE,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1946,119879.41732000001,1589
35,FEMALE,Heterosexual or straight,29,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1983,119879.41732000001,63560
55,MALE,Heterosexual or straight,33,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,NA,NA,VERY LIKELY,DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1963,119879.41732000001,151050.72136000003
