age,sex,sexornt,agekdbrn,natdrug,grass,happy,hapmar,socbar,polhitok,hunt,fejobaff,discaffm,discaffw,fehire,inttech,meovrwrk,hapunhap,theism,fatalism,godmeans,nihilism,egomeans,evidu,idu30,evcrack,crack30,race,uscitzn,fucitzn,cohort,realinc,realrinc
36,FEMALE,Heterosexual or straight,22,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,SEV TIMES A YEAR,NO,NA,AGAINST,VERY UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,NA,NA,1982,30645,NA
82,MALE,Heterosexual or straight,27,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,STRONGLY AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1936,12485,NA
35,FEMALE,Heterosexual or straight,19,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,MORE THAN 30 DAYS AGO BUT WITHIN THE PAST 12 MONTHS,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1983,7377.5,NA
37,MALE,Heterosexual or straight,25,TOO LITTLE,NA,PRETTY HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1981,37455,NA
62,MALE,NA,29,NA,NA,NOT TOO HAPPY,NOT TOO HAPPY,SEV TIMES A YEAR,NA,BOTH,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1956,72640,30645
33,FEMALE,Heterosexual or straight,29,ABOUT RIGHT,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1985,63560,20430
25,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1993,4086,NA
40,FEMALE,NA,NA,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A WEEK,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1978,37455,8512.5
63,FEMALE,Heterosexual or straight,35,NA,NOT LEGAL,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1955,14755,NA
50,FEMALE,Heterosexual or straight,32,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,YES,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1968,37455,30645
71,MALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,VERY HAPPY,SEV TIMES A WEEK,NO,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1947,37455,NA
77,MALE,NA,25,ABOUT RIGHT,NA,VERY HAPPY,NA,NEVER,NA,RESP,FOR,VERY LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1941,227,NA
33,MALE,NA,NA,NA,LEGAL,NOT TOO HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1985,227,NA
54,MALE,Heterosexual or straight,NA,TOO LITTLE,NOT LEGAL,VERY HAPPY,NA,NEVER,YES,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Not at all interested,AGREE,FAIRLY HAPPY,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1964,20430,NA
41,MALE,Heterosexual or straight,26,NA,LEGAL,VERY HAPPY,VERY HAPPY,NEVER,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1977,63560,NA
51,MALE,NA,31,TOO LITTLE,NA,NOT TOO HAPPY,NOT TOO HAPPY,SEV TIMES A YEAR,NA,RESP,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,NOT VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1967,37455,37455
42,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1976,4086,4086
73,MALE,NA,20,NA,NA,PRETTY HAPPY,PRETTY HAPPY,NEVER,NA,RESP,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Not at all interested,STRONGLY DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1945,20430,NA
23,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1995,227,NA
57,MALE,NA,NA,TOO MUCH,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,STRONGLY AGREE,NOT AT ALL HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1961,908,NA
65,MALE,NA,31,NA,LEGAL,VERY HAPPY,NA,NA,NO,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1953,6242.5,NA
58,MALE,Heterosexual or straight,24,ABOUT RIGHT,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,NO,NA,FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1960,NA,NA
59,MALE,NA,NA,NA,NA,PRETTY HAPPY,NA,ONCE A YEAR,NA,RESP,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,DISAGREE,FAIRLY HAPPY,DISAGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1959,24970,20430
27,FEMALE,NA,NA,ABOUT RIGHT,NA,PRETTY HAPPY,VERY HAPPY,ONCE A MONTH,NA,RESP,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1991,10782.5,NA
29,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1989,17025,17025
32,FEMALE,NA,18,NA,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,SPOUSE,NA,NA,VERY UNLIKELY,DISAGREE,Moderately interested,STRONGLY DISAGREE,VERY HAPPY,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1986,30645,12485
32,MALE,Heterosexual or straight,26,TOO LITTLE,LEGAL,VERY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1986,17025,17025
27,MALE,Heterosexual or straight,NA,NA,NOT LEGAL,PRETTY HAPPY,NA,SEV TIMES A WEEK,YES,NA,NA,NA,SOMEWHAT LIKELY,DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,NA,NA,1991,12485,12485
40,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A MNTH,NA,SPOUSE,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1978,24970,10782.5
30,FEMALE,Heterosexual or straight,24,TOO MUCH,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,BOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1988,17025,NA
68,FEMALE,Bisexual,NA,NA,NOT LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1950,24970,NA
47,FEMALE,Heterosexual or straight,29,TOO LITTLE,LEGAL,NOT TOO HAPPY,NA,NEVER,YES,NA,FOR,VERY LIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,NA,NA,1971,7377.5,7377.5
51,MALE,NA,NA,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1967,227,NA
56,FEMALE,NA,17,NA,NA,VERY HAPPY,VERY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1962,24970,12485
70,MALE,Heterosexual or straight,21,ABOUT RIGHT,LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,AGREE,DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1948,10782.5,NA
80,MALE,NA,23,NA,NA,NOT TOO HAPPY,NOT TOO HAPPY,NEVER,NA,RESP,NA,NA,SOMEWHAT UNLIKELY,AGREE,Very interested,DISAGREE,NOT AT ALL HAPPY,AGREE,DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,OTHER,NA,NA,1938,12485,NA
53,FEMALE,Heterosexual or straight,15,TOO LITTLE,LEGAL,NOT TOO HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1965,17025,NA
79,MALE,Heterosexual or straight,22,NA,NOT LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1939,5107.5,NA
57,FEMALE,NA,19,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,ONCE A YEAR,NA,SPOUSE,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1961,20430,14755
59,FEMALE,Heterosexual or straight,18,NA,LEGAL,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,908,NA
61,FEMALE,NA,20,NA,NA,PRETTY HAPPY,PRETTY HAPPY,NEVER,NA,SPOUSE,NA,NA,VERY LIKELY,AGREE,Not at all interested,DISAGREE,FAIRLY HAPPY,AGREE,AGREE,AGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1957,37455,6242.5
45,MALE,Heterosexual or straight,23,NA,NOT LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1973,30645,NA
66,MALE,NA,19,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,RESP,STRONGLY FOR,NA,NA,NA,Not at all interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE,NA,NA,NA,NA,NA,WHITE,NA,NA,1952,NA,NA
55,FEMALE,NA,24,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,VERY LIKELY,STRONGLY AGREE,Not at all interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1963,9647.5,1589
60,FEMALE,Heterosexual or straight,18,TOO LITTLE,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1958,14755,NA
79,FEMALE,NA,19,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,STRONGLY AGAINST,VERY LIKELY,NA,NA,Not at all interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1939,NA,NA
55,MALE,Heterosexual or straight,28,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,NO,BOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1963,54480,54480
48,FEMALE,Heterosexual or straight,28,TOO LITTLE,NA,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,YES,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1970,24970,7377.5
56,FEMALE,NA,20,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,VERY LIKELY,AGREE,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1962,20430,20430
66,MALE,Heterosexual or straight,24,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NOT TOO HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1952,24970,NA
30,FEMALE,NA,24,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,SPOUSE,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1988,45400,24970
21,FEMALE,NA,21,ABOUT RIGHT,NA,VERY HAPPY,NA,NEVER,NA,NEITHER,AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1997,24970,NA
29,MALE,Heterosexual or straight,27,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1989,12485,5107.5
81,FEMALE,Heterosexual or straight,22,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,NO,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Moderately interested,STRONGLY AGREE,FAIRLY HAPPY,STRONGLY AGREE,AGREE,STRONGLY AGREE,DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1937,10782.5,NA
57,FEMALE,NA,23,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,Not at all interested,DISAGREE,FAIRLY HAPPY,AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1961,17025,17025
37,MALE,Heterosexual or straight,25,NA,LEGAL,VERY HAPPY,NA,NEVER,YES,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,STRONGLY AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1981,6242.5,5107.5
77,MALE,NA,17,TOO LITTLE,NA,VERY HAPPY,PRETTY HAPPY,NEVER,NA,RESP,STRONGLY FOR,VERY UNLIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1941,NA,NA
67,MALE,NA,20,NA,NOT LEGAL,NA,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,NA,NA,1951,227,NA
34,FEMALE,Heterosexual or straight,17,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,AGAINST,VERY LIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1984,17025,8512.5
24,FEMALE,Heterosexual or straight,NA,TOO MUCH,LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1994,54480,14755
21,FEMALE,NA,NA,TOO LITTLE,NA,VERY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,STRONGLY AGREE,VERY HAPPY,AGREE,AGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,OTHER,NA,NA,1997,10782.5,10782.5
30,MALE,NA,21,NA,LEGAL,NOT TOO HAPPY,NA,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Currently applying for U.S. citizenship,1988,2497,2497
28,FEMALE,NA,21,NA,NA,VERY HAPPY,NA,ONCE A MONTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Not at all interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,AGREE,AGREE,DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1990,1589,NA
22,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,NA,NA,1996,227,NA
84,MALE,NA,22,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,YES,NA,NA,NA,VERY UNLIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,NA,NA,1934,227,NA
65,MALE,NA,47,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1953,7377.5,NA
74,MALE,Heterosexual or straight,23,ABOUT RIGHT,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,VERY UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1944,12485,NA
89,FEMALE,NA,NA,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Not at all interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1929,4086,NA
46,MALE,Heterosexual or straight,19,TOO LITTLE,NOT LEGAL,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1972,37455,37455
74,FEMALE,Heterosexual or straight,17,NA,NOT LEGAL,NOT TOO HAPPY,NA,NEVER,NO,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1944,NA,NA
34,FEMALE,NA,17,NA,NA,VERY HAPPY,VERY HAPPY,ONCE A YEAR,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,STRONGLY DISAGREE,Not at all interested,STRONGLY DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1984,20430,4086
34,FEMALE,Heterosexual or straight,16,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,BOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1984,37455,20430
64,FEMALE,NA,18,NA,LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,NA,NA,1954,4086,NA
40,FEMALE,Heterosexual or straight,17,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,NEVER,NO,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1978,72640,20430
56,MALE,Heterosexual or straight,24,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,BLACK,NA,NA,1962,45400,908
26,FEMALE,NA,15,NA,NOT LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,NA,NA,1992,227,NA
64,MALE,Heterosexual or straight,21,TOO LITTLE,NOT LEGAL,VERY HAPPY,NA,NEVER,NO,NA,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1954,10782.5,NA
68,FEMALE,Heterosexual or straight,NA,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1950,10782.5,6242.5
30,FEMALE,NA,26,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1988,24970,12485
41,FEMALE,Heterosexual or straight,18,TOO LITTLE,NOT LEGAL,VERY HAPPY,NA,NEVER,YES,NA,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Not at all interested,DISAGREE,VERY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1977,20430,NA
22,MALE,NA,19,TOO LITTLE,NA,NOT TOO HAPPY,NA,NA,NO,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,NA,NA,1996,227,NA
66,FEMALE,NA,36,NA,NOT LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,STRONGLY AGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1952,5107.5,NA
35,FEMALE,NA,22,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,BOTH,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,STRONGLY DISAGREE,VERY HAPPY,AGREE,DISAGREE,STRONGLY AGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1983,37455,10782.5
43,MALE,Heterosexual or straight,28,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1975,10782.5,NA
48,FEMALE,Heterosexual or straight,19,TOO LITTLE,LEGAL,VERY HAPPY,VERY HAPPY,ONCE A YEAR,NO,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1970,37455,17025
