IDSTUD,ITBIRTHM,ITBIRTHY,ITSEX,ASDAGE,ASSSCI01,ASSEAR01,ASSLIF01,ASSPHY01,ASSKNO01,ASSAPP01,ASSREA01
440612,5,2005,2,9.92,583.7263,565.5468,521.4963,523.4939,646.6024,627.8328,653.8557
440613,3,2005,2,10.08,569.96,627.2637,557.9179,546.1411,530.2911,579.511,571.8795
440614,4,2005,1,10,593.0278,571.2935,558.3489,502.7276,588.3804,593.3293,569.8055
440615,5,2005,2,9.92,609.3891,614.7068,594.4771,609.4529,609.3977,596.3323,591.6769
440616,4,2005,1,10,528.7759,575.602,623.9468,573.5808,500.482,525.3792,484.4213
440617,8,2005,1,9.67,577.3756,529.513,586.214,506.8948,587.4616,579.5572,589.9758
440618,3,2004,1,11.08,526.0155,531.3706,550.8446,490.1347,553.6021,535.8579,527.2501
440619,7,2005,1,9.75,515.4473,532.8167,584.8252,523.5569,589.3937,578.5714,537.6408
440620,3,2005,1,10.08,599.9655,576.578,650.2808,564.2731,587.5837,563.4157,583.8908
440621,12,2004,2,10.33,696.1435,678.2588,649.1662,649.5473,635.2714,615.539,633.2967
440622,7,2005,1,9.75,561.2604,589.44,603.0589,627.2939,542.9187,563.5104,580.5551
440623,7,2005,2,9.75,557.9019,670.7308,566.8991,563.9765,584.0214,577.3767,556.7391
450501,12,2004,1,10.33,442.1769,436.6219,496.433,476.6296,493.5656,464.8964,515.0586
450502,4,2005,2,10,408.3129,407.2054,406.5247,449.4616,422.8857,443.3973,469.9557
450503,4,2005,1,10,655.3524,611.994,644.5499,620.7431,655.0549,618.8416,637.8166
450504,11,2004,1,10.42,542.4139,429.8504,482.7918,464.7778,459.5997,478.4755,466.9613
450505,10,2004,1,10.5,521.7823,554.1842,574.5535,545.7105,509.4262,545.0512,528.5955
450506,5,2005,2,9.92,290.2706,323.9734,359.875,348.4824,289.6333,313.2397,313.975
450507,8,2005,2,9.67,537.6702,525.2177,534.7252,505.9735,589.6707,570.945,555.8642
450508,9,2004,2,10.58,422.9584,363.5676,390.4726,418.4496,410.6093,409.0168,409.064
450509,9,2004,1,10.58,401.6301,376.9198,427.8806,396.4409,388.2657,407.7942,407.7974
450510,9,2004,2,10.58,465.8566,513.7208,564.8352,554.7429,499.9623,484.7029,525.1446
450511,10,2004,1,10.5,591.2071,503.7927,537.5897,489.8165,614.8906,586.0346,576.2601
450512,5,2005,2,9.92,502.2484,501.6533,463.9478,474.5925,455.731,489.7811,504.3041
450513,1,2005,1,10.25,543.5283,592.7587,617.7325,605.3693,601.5264,581.6306,590.1202
450514,6,2005,1,9.83,364.4971,437.2662,466.4691,426.0781,390.5318,412.6876,405.2763
450515,1,2005,2,10.25,535.0037,498.2483,504.5507,517.9174,515.6751,552.7103,537.5112
450516,3,2005,2,10.08,587.0162,579.2931,541.9537,525.7905,605.5202,562.9547,588.4673
450517,5,2005,1,9.92,517.0095,440.1816,477.52,501.707,540.7061,544.9707,550.5036
450519,10,2004,1,10.5,508.2017,466.0139,474.3491,486.7161,489.5733,473.7292,498.7575
450520,2,2005,1,10.17,574.2098,594.9893,606.0586,602.181,560.5039,536.5582,555.0352
450521,10,2004,2,10.5,425.1284,476.0164,452.4735,442.202,378.7165,422.8379,405.9857
451001,9,2004,2,10.58,572.0927,543.8275,617.5138,582.845,528.7407,558.4631,552.1954
451002,7,2005,1,9.75,589.7288,601.8126,563.0211,584.4731,553.5304,561.469,531.9858
451003,10,2004,2,10.5,441.001,347.6165,396.0807,382.9951,403.2464,416.6796,420.7167
451005,1,2005,2,10.25,508.419,495.6843,511.7093,446.8174,476.8974,484.5422,512.8371
451006,10,2004,1,10.5,511.1353,460.4932,435.805,407.6294,487.9196,448.4898,479.3562
451007,1,2004,2,11.25,486.8105,471.3632,486.3532,497.9641,421.0818,503.9719,435.7319
451008,10,2004,2,10.5,584.4883,566.6387,562.9841,556.4838,537.1209,547.1016,561.199
451009,10,2004,2,10.5,514.706,602.9277,641.2921,575.1603,555.8779,558.5369,534.7785
451011,1,2005,2,10.25,444.2371,392.6037,433.3094,404.6521,467.8401,454.7897,483.3658
451013,4,2005,1,10,571.0951,559.6106,577.0275,577.7157,569.4421,538.1226,564.3937
451014,9,2004,1,10.58,592.8816,554.5283,623.9126,585.4005,649.1893,643.7566,602.6468
451015,1,2005,1,10.25,601.7892,563.5389,547.7551,540.0464,639.3421,625.8742,592.7906
451016,8,2004,2,10.67,584.1105,544.568,528.2631,583.5984,509.958,550.7175,531.9177
451017,5,2005,1,9.92,538.9151,539.6977,609.7803,561.9063,560.9781,531.7969,549.7283
451018,3,2005,1,10.08,478.4088,456.7514,481.9807,437.8911,475.8198,480.5339,458.2289
451019,4,2005,1,10,509.6919,462.3035,552.0134,496.4487,498.5309,488.7426,502.2067
451020,4,2004,2,11,590.5078,509.3425,519.281,496.113,643.3482,600.8479,601.5934
451021,2,2005,1,10.17,513.8663,512.3205,565.3523,616.1342,602.7312,602.1484,572.5676
451022,8,2005,2,9.67,660.643,701.6354,646.1218,658.7813,622.2033,623.884,608.7757
451023,11,2004,2,10.42,604.3629,578.5236,575.9569,562.1162,607.0256,586.7161,563.5417
460101,6,2005,1,9.83,511.2964,565.7888,556.0148,545.8717,521.7884,568.3956,514.6329
460102,1,2004,2,11.25,440.5637,361.3731,395.7924,383.8004,399.9467,412.6622,378.6908
460103,11,2004,1,10.42,469.1309,461.9904,485.6252,458.2108,488.8695,475.6718,491.9647
460104,1,2005,1,10.25,495.1182,431.1863,498.3905,437.2281,447.1096,465.9169,442.3301
460105,10,2004,1,10.5,515.3761,476.8152,480.6473,497.6822,551.4342,544.8983,573.9148
460106,4,2005,1,10,602.7276,634.786,665.477,640.522,648.8795,659.7305,618.7845
460107,2,2005,2,10.17,532.2806,536.5463,536.3557,513.4995,488.6358,494.2756,495.2074
460108,7,2004,2,10.75,374.3058,457.5115,384.9169,418.7353,405.8469,404.2244,377.1431
460109,2,2004,2,11.17,581.2822,669.1114,573.9993,615.6206,563.2304,568.4258,570.852
460110,3,2005,1,10.08,446.1926,361.531,414.6398,393.1571,506.5427,496.6894,456.9033
460111,11,2004,1,10.42,535.0499,456.5992,501.6062,485.9772,467.942,493.0493,500.4946
460112,8,2004,1,10.67,483.9862,439.9474,392.6998,455.7675,483.1893,464.2613,453.6661
460113,12,2004,2,10.33,608.1478,639.6212,634.0426,568.7731,643.9058,598.4954,572.6051
460114,12,2004,1,10.33,535.7997,503.1747,587.0876,565.7875,536.4082,530.2869,557.2545
460115,1,2006,2,9.25,592.7165,622.6421,639.1655,596.1123,549.5881,557.2957,534.2089
460116,9,2004,1,10.58,483.1253,444.5625,511.7788,445.7971,490.7464,488.1126,506.8914
460117,4,2005,1,10,480.0847,463.7848,520.1421,470.7175,513.4742,526.4845,504.0631
460118,7,2005,2,9.75,534.042,481.1848,438.1925,468.7348,464.7194,488.0857,491.7604
460119,8,2005,1,9.67,571.6899,535.8462,544.7353,538.5615,533.9829,549.5595,554.0332
460120,11,2004,1,10.42,560.5504,576.852,578.8356,543.6597,614.1497,586.9971,600.7827
460121,11,2004,2,10.42,642.3948,692.3252,663.0553,634.576,583.9421,566.9381,596.6304
460122,5,2004,2,10.92,454.6527,460.4483,472.8947,455.7168,442.979,466.296,449.8283
460301,3,2004,2,11.08,488.5271,450.4593,441.1872,466.8237,428.9493,440.565,442.1674
460302,7,2005,1,9.75,471.8432,544.412,523.2797,544.7355,537.9166,533.3828,505.4642
460303,12,2004,1,10.33,548.6559,494.3397,555.8685,507.008,587.136,565.8544,571.5566
460304,12,2004,1,10.33,563.9845,501.2966,559.9453,534.4322,566.4134,583.8351,546.4852
460305,10,2004,2,10.5,534.3653,535.4814,575.4544,521.3358,626.6613,595.1182,589.7287
460306,5,2005,2,9.92,659.241,610.6503,623.9929,613.5187,660.978,638.8799,651.5671
460307,10,2004,2,10.5,546.6872,675.3326,600.5972,614.4776,573.9941,586.0498,590.5051
460308,3,2004,1,11.08,453.0221,427.8667,435.3026,494.2978,465.806,458.5266,488.0459
460309,4,2004,2,11,541.3655,465.1562,514.622,497.2516,547.2291,505.2992,539.3203
460310,12,2004,2,10.33,558.3223,500.3493,542.9868,509.3285,496.8786,534.8219,535.0581
460311,3,2005,2,10.08,584.3225,603.6163,630.3989,632.3475,558.6826,554.9226,598.6826
460312,3,2005,2,10.08,570.2815,458.0964,504.5364,471.116,595.7497,587.1296,572.4003
460313,11,2003,2,11.42,524.0082,464.6825,501.9943,505.3306,510.6433,506.7029,519.3153
460314,1,2005,1,10.25,456.1175,462.0955,517.923,493.2384,445.8757,457.0977,475.7836
460315,2,2005,1,10.17,550.0568,591.254,586.6025,588.3588,557.6096,536.5065,550.5067
460316,12,2004,2,10.33,623.3425,524.6091,572.8047,560.0294,591.0768,588.495,576.6847
460317,9,2004,1,10.58,587.241,548.8521,594.0906,560.7865,601.822,582.2293,591.4657
460318,2,2005,1,10.17,478.4384,430.2077,445.6062,480.4764,485.1654,450.2546,512.3348
460319,5,2005,1,9.92,499.2905,617.8819,653.7544,628.8066,479.2028,454.2887,475.0425
460320,4,2005,2,10,639.0085,673.8014,674.5764,654.9413,674.5004,659.7553,635.4698
460321,11,2002,2,12.42,500.3846,500.4337,531.5462,580.6317,515.719,474.6048,506.9176
460322,10,2004,2,10.5,561.1464,531.0279,594.5912,526.0184,624.0894,590.7488,588.5476
460323,12,2003,2,11.33,431.237,368.0793,409.1011,381.5958,483.6218,453.6215,493.4208
470101,11,2004,1,10.42,374.2058,405.0068,432.1267,409.8484,423.7397,381.0746,421.0489
470102,12,2004,1,10.33,448.6487,328.3526,372.6205,367.4439,342.1609,378.6387,383.2236
470103,5,2004,1,10.92,442.1582,448.6671,521.2853,460.6873,429.3883,439.4978,450.0352
470104,8,2004,2,10.67,478.6546,390.4511,435.2842,453.6354,408.7779,408.4196,431.5189
470105,4,2005,2,10,464.5193,421.0147,383.0786,447.3519,402.6137,409.8131,424.6412
470107,8,2004,2,10.67,426.7606,415.4001,438.0739,455.1312,354.9498,365.2154,370.9861
470108,8,2004,2,10.67,354.8927,409.9334,421.5844,471.5161,355.71,349.7444,442.4229
470109,12,2003,1,11.33,395.2802,461.4382,509.5432,474.3784,431.3662,435.99,437.2498
470110,1,2004,2,11.25,358.8243,378.3936,441.333,427.0392,354.7508,368.3807,379.8648
470111,9,2004,1,10.58,392.0857,405.9308,418.9462,408.6103,371.1435,382.8769,414.4905
470112,8,2005,1,9.67,396.015,441.177,465.4925,476.4897,407.6366,448.6706,454.3532
470114,5,2004,2,10.92,382.9481,477.7385,473.8721,465.5104,368.2859,407.4353,392.272
470401,2,2005,2,10.17,571.0176,639.9831,562.5482,571.0334,621.0063,613.4787,628.8609
470402,10,2004,2,10.5,606.3558,526.0306,562.9744,549.1475,583.8943,567.9196,568.5798
470403,4,2005,1,10,626.7548,692.8545,672.1028,651.7431,645.7942,636.509,612.1385
470404,12,2004,2,10.33,527.9716,583.2228,558.6631,519.1934,566.006,559.7493,569.7605
470405,2,2004,2,11.17,451.9393,472.4856,468.8975,489.8391,363.6816,376.7823,365.9604
470406,9,2004,1,10.58,625.1752,624.0319,654.7929,622.6437,618.4196,597.0387,606.5775
470407,7,2005,2,9.75,456.5914,435.4902,473.9228,481.9512,470.0746,475.6248,441.5503
470408,1,2005,1,10.25,530.799,464.3802,511.6458,530.2237,534.3413,514.0917,568.0972
470409,10,2004,2,10.5,548.9159,530.8155,497.6636,525.2822,565.9032,571.9212,515.0459
470410,9,2004,1,10.58,514.1973,484.8904,550.0891,536.0197,548.2635,541.6438,518.6471
470412,3,2005,2,10.08,589.8573,577.2587,590.5372,543.8265,579.0446,562.2711,570.7212
470413,10,2004,2,10.5,569.9622,443.9599,471.7406,536.6652,570.7113,508.8056,553.7254
470414,6,2005,2,9.83,466.544,456.5474,463.5023,437.026,490.2683,490.2822,479.9779
470416,11,2004,2,10.42,672.7585,614.9155,612.155,574.8004,579.5446,598.5216,576.0862
470418,2,2005,1,10.17,559.17,606.5157,571.5221,577.7612,581.0503,608.0993,580.2911
470419,7,2004,2,10.75,528.4169,553.8645,503.9394,563.7232,533.0429,527.2439,499.3142
470421,10,2004,1,10.5,569.4441,563.5253,585.766,551.0251,596.5594,601.7343,568.9042
470422,10,2004,1,10.5,423.2599,378.2304,441.1619,469.4337,412.1066,434.725,486.7539
480302,7,2004,1,10.75,440.0972,392.047,489.5725,420.6927,407.1451,428.8612,424.0917
480303,1,2005,2,10.25,521.7878,593.1748,588.8942,558.0957,501.9762,496.0047,473.0258
480304,4,2005,1,10,496.8536,490.1374,516.0638,511.2198,460.23,463.5054,464.7458
480305,10,2004,2,10.5,561.8493,558.3626,542.5413,492.262,539.6324,514.9476,514.1203
480306,9,2004,2,10.58,526.1174,465.1499,504.4096,493.4622,479.6592,471.116,495.6511
480307,5,2005,1,9.92,518.5772,452.1489,503.087,465.1287,487.3118,472.72,467.9791
480308,10,2003,1,11.5,397.0893,452.628,523.0634,505.9745,384.0711,353.9812,377.325
480309,5,2004,2,10.92,538.7385,616.643,611.9463,567.0077,588.4139,589.957,558.2185
480310,10,2003,1,11.5,363.1847,372.6818,326.7863,367.5115,315.7832,364.2313,408.4266
480311,8,2005,1,9.67,356.9789,371.9002,368.6953,361.2668,349.9055,435.8515,352.1441
480312,3,2005,1,10.08,583.163,478.1181,524.3022,529.8389,542.5842,577.0911,537.3354
480313,6,2005,1,9.83,535.9349,483.8871,493.7249,506.8186,501.0396,491.9567,471.0441
480314,12,2005,1,9.33,428.5402,463.9572,507.3244,417.8851,476.822,473.6734,474.2779
480315,1,2005,2,10.25,364.777,231.5199,305.9505,339.9118,396.9233,431.8539,382.3783
480316,11,2004,2,10.42,473.9853,481.8334,506.7326,508.0642,495.1038,518.8535,497.3861
480501,9,2004,1,10.58,503.5471,495.1342,484.723,452.1492,448.9926,470.3037,528.7292
480502,12,2004,1,10.33,533.9786,490.2016,504.8169,486.5436,509.826,509.5714,452.7691
480503,9,2004,1,10.58,548.4891,490.9969,573.9118,482.282,497.9006,535.5974,521.927
480504,12,2004,1,10.33,550.5164,568.0414,520.4993,564.1549,547.1333,543.4093,517.1187
480505,11,2004,1,10.42,476.3166,451.6789,494.8693,500.3546,456.4456,451.359,485.7287
480506,10,2004,1,10.5,510.2683,566.8345,591.6206,596.6844,507.4468,495.7656,490.6024
480507,12,2004,2,10.33,658.0912,578.6259,623.7313,602.2207,636.7869,622.3206,614.8676
480508,8,2005,1,9.67,564.1006,530.6825,585.1886,565.6296,499.1577,505.5416,504.7006
480509,12,2004,1,10.33,534.9757,505.4816,488.8551,485.9579,583.0161,584.3824,538.2969
480510,9,2004,1,10.58,601.9455,590.1456,563.7769,592.5821,618.3547,613.8121,584.0122
480512,2,2005,1,10.17,583.5195,556.9784,577.5427,618.3076,532.7016,546.674,528.2843
480513,1,2005,1,10.25,597.6842,640.6984,638.3701,646.4789,619.996,614.6806,621.8947
480514,10,2004,2,10.5,557.0432,499.0216,550.8675,550.5163,553.6099,540.0549,549.6765
480515,5,2005,2,9.92,568.0766,526.4299,530.7777,551.7307,527.53,552.8951,508.0051
480516,4,2005,2,10,566.2575,503.1422,531.866,481.6315,559.8692,564.0386,562.081
490101,2,2005,1,10.17,589.4211,612.9089,609.3563,587.6177,631.5716,620.1479,578.4854
490102,6,2005,2,9.83,542.0549,478.5783,529.2534,496.3316,507.7653,526.4066,512.8159
490103,5,2005,1,9.92,530.6402,560.5743,566.1884,569.5946,591.3227,552.4526,593.8169
490104,2,2004,1,11.17,480.3328,504.401,504.2994,478.0929,506.7836,491.0674,523.2663
490105,10,2004,1,10.5,532.3021,455.8288,504.5208,436.0086,522.158,494.1219,502.7416
490107,6,2005,2,9.83,624.2832,619.8319,638.8959,596.5825,566.9984,574.1837,560.8975
490108,2,2004,1,11.17,381.6136,487.0807,517.6199,516.7336,438.8092,419.6763,411.7773
490109,5,2005,1,9.92,588.9809,525.451,563.4914,541.9899,561.2402,533.2615,555.6287
490110,5,2005,1,9.92,544.4798,508.5383,511.6769,558.2506,557.9151,575.0341,553.636
490111,10,2004,2,10.5,560.9113,531.4298,561.4607,537.4232,597.0689,590.2241,598.139
490112,3,2004,2,11.08,527.6903,570.0694,626.9431,531.4041,645.9102,580.7649,576.3106
490113,5,2005,1,9.92,564.0184,580.3312,558.6926,488.8248,558.9002,607.5344,553.8315
490114,1,2005,1,10.25,632.7302,664.4822,666.8967,628.2892,613.0543,655.3521,612.673
490115,4,2005,1,10,575.5197,553.1384,585.9516,551.1397,601.8019,611.5473,593.5777
490116,4,2005,1,10,563.6849,581.5617,639.6353,562.0841,595.1696,595.9258,585.4489
490118,7,2005,1,9.75,585.3433,522.5801,518.7457,536.2234,644.9752,622.0356,597.1311
490119,2,2005,1,10.17,539.0353,502.6218,521.8098,506.8261,520.7431,569.9657,497.8761
490120,2,2005,2,10.17,450.6404,560.2099,557.5978,525.4279,530.4197,556.6029,526.9416
490121,8,2005,2,9.67,549.7052,583.4183,529.836,531.2289,471.1856,538.478,522.8268
490122,7,2005,2,9.75,503.9124,458.8413,434.2433,416.6238,454.9748,476.9855,441.2697
490123,1,2005,2,10.25,488.0743,469.9663,439.8917,450.9198,510.6822,525.4635,456.5239
490201,9,2005,1,9.58,588.2325,591.9228,572.1752,599.8255,542.0421,590.726,532.9925
490202,7,2005,2,9.75,605.4256,546.8942,568.3897,530.8202,531.9613,518.6885,530.7354
490203,2,2005,1,10.17,640.5394,641.2118,608.4533,621.8376,598.2075,662.7754,597.2793
490204,12,2004,2,10.33,553.4793,558.6442,645.8836,579.5511,555.7927,519.0776,534.6827
490205,6,2005,2,9.83,481.2185,452.2856,520.9008,489.4074,496.982,470.7502,491.8075
490206,8,2005,1,9.67,536.3837,467.3299,560.4721,491.4296,589.8356,562.9334,579.978
490207,9,2004,2,10.58,525.8386,549.2771,597.2136,536.6997,478.8091,424.2115,464.3308
490208,9,2005,1,9.58,545.321,476.5429,516.5936,483.4736,562.2996,565.9274,558.9438
490209,11,2004,2,10.42,653.3908,733.9482,694.3765,727.5205,687.5543,660.5215,641.2979
490210,9,2004,2,10.58,477.5002,509.8037,541.3087,546.7751,501.9639,506.4899,492.4499
490211,10,2004,1,10.5,660.7374,583.2855,603.1454,619.9756,587.221,564.1596,584.7007
490212,4,2005,1,10,638.2061,560.8137,532.784,583.8845,658.2002,643.7567,582.2862
490213,10,2004,2,10.5,513.878,504.3886,518.8931,471.1525,564.9036,528.5895,555.4187
490214,8,2005,2,9.67,632.8668,652.1148,702.7055,679.0367,669.9493,674.0348,655.3113
490215,9,2004,1,10.58,579.8946,524.5356,528.981,515.0031,583.0935,571.4159,581.9546
490216,1,2005,2,10.25,639.758,650.6642,608.9364,615.2477,711.121,704.1621,691.6124
490217,3,2005,1,10.08,504.7615,489.244,538.9304,491.3706,478.3718,459.5089,474.2832
490218,3,2005,1,10.08,645.3008,566.5171,645.8922,611.4081,650.3827,666.9268,626.3821
490219,4,2005,2,10,651.945,631.9452,611.1835,627.6893,635.7503,639.562,621.6216
490220,6,2005,1,9.83,624.8436,612.0645,629.5524,587.2563,649.3586,650.3728,624.9254
490221,5,2005,1,9.92,497.8752,465.9056,486.4371,473.7379,459.1021,453.4395,465.3868
490222,9,2004,2,10.58,585.4177,623.406,659.9384,605.7627,618.8627,564.8389,618.327
500201,11,2004,2,10.42,621.5382,636.264,703.3877,682.0237,579.0642,566.7814,547.8667
500202,12,2004,1,10.33,483.2353,352.9969,450.4763,365.1576,458.5822,481.3205,461.0496
500204,11,2004,2,10.42,648.8358,608.4786,619.5403,643.3322,608.1539,592.2305,621.569
500205,6,2005,2,9.83,610.6302,695.1235,612.0976,648.3723,649.427,605.3014,615.5368
500206,1,2006,2,9.25,530.8963,497.0565,579.0136,572.2254,547.3875,517.4443,505.0502
500207,5,2005,1,9.92,567.748,570.0736,617.6284,559.5044,573.6959,549.2127,551.424
500208,12,2005,1,9.33,525.3167,575.2017,556.1662,529.1874,491.7164,494.8497,543.5775
500209,5,2005,2,9.92,564.9253,528.6476,534.5952,505.7744,576.3063,568.3174,538.5978
500210,9,2005,1,9.58,482.7518,438.1927,558.063,520.3824,499.9772,489.0996,506.5906
500211,12,2004,1,10.33,515.3094,380.9969,462.5945,439.8342,516.758,484.5191,521.7357
500213,8,2005,2,9.67,644.523,559.0228,592.3628,583.6885,587.1146,596.7063,568.6256
500214,3,2005,1,10.08,504.7096,567.7252,615.3755,517.2513,552.7848,517.5728,548.2405
500215,8,2005,2,9.67,563.1507,608.3377,554.068,599.4948,637.9024,632.5629,683.0126
500216,5,2005,2,9.92,556.9209,510.5043,514.7739,510.3128,552.4341,537.6054,545.1722
500217,5,2004,1,10.92,440.7929,500.9663,466.8487,500.8836,504.3983,478.4133,439.2607
500218,6,2005,2,9.83,488.1212,541.3436,582.2113,557.2203,494.7664,492.6076,502.3516
500220,4,2005,1,10,606.6903,579.2678,552.6171,530.9333,523.6555,524.1637,517.4957
500221,2,2005,1,10.17,518.6206,566.8775,552.5458,577.3315,524.8456,518.6076,517.1591
500222,12,2004,1,10.33,633.635,695.9151,646.3503,673.7099,639.5678,649.4208,629.6912
500223,11,2004,1,10.42,640.2736,629.8089,638.6328,622.0714,603.7559,586.6818,610.292
500301,5,2005,1,9.92,499.4795,489.099,487.862,486.0383,494.3292,452.379,500.2144
500302,3,2005,2,10.08,592.1885,520.4134,589.2319,563.3526,593.577,579.6667,570.7287
500304,10,2005,1,9.5,603.8011,480.0135,524.0853,485.772,568.9496,571.0824,541.5512
500305,11,2004,2,10.42,463.0705,509.1807,508.0554,495.2044,518.1441,498.1544,484.4261
500306,10,2004,2,10.5,595.6675,548.4059,625.5245,568.2486,564.0778,583.6722,549.5162
500309,5,2005,2,9.92,500.8624,466.6496,529.5578,499.2615,592.6755,533.3119,570.9379
500310,7,2005,1,9.75,624.7332,676.0731,686.2603,628.4551,640.227,616.9535,622.4935
500313,8,2005,1,9.67,484.483,457.9506,423.8971,459.723,419.5134,455.9915,494.3404
500314,1,2005,2,10.25,442.4132,496.9518,512.4629,494.7057,399.4994,449.2566,407.5655
500315,7,2005,2,9.75,662.5349,623.6063,631.7332,602.4179,695.6991,685.2254,659.1711
500316,2,2004,1,11.17,461.7211,492.7351,520.0966,535.8778,466.4729,467.3154,481.9728
500318,7,2005,1,9.75,552.3068,627.3565,614.5163,629.7406,615.4447,615.1973,602.8707
500320,8,2005,1,9.67,547.4895,538.6872,553.2033,504.6211,584.8105,591.029,590.9468
500321,10,2005,1,9.5,515.7621,549.9465,573.343,552.7328,566.1352,580.2517,542.4538
500322,2,2005,2,10.17,533.794,505.7763,577.5528,536.3433,547.7111,522.423,512.0069
510101,2,2005,2,10.25,621.5047,652.3481,617.0364,596.0834,656.4858,602.8885,625.3848
510102,4,2005,2,10.08,526.6007,587.0477,576.5626,548.9056,576.3123,558.6581,536.1562
510103,1,2004,2,11.33,482.7362,457.899,488.2487,473.4245,468.3086,459.652,467.8048
510104,3,2005,1,10.17,571.4195,503.1414,667.4063,611.9208,546.5337,573.9633,513.559
510105,8,2004,2,10.75,603.7189,600.3896,622.795,626.9478,650.8702,618.1745,552.6071
510106,10,2004,1,10.58,656.1623,611.0767,629.9533,593.4252,650.5275,645.2827,651.6583
510108,10,2004,1,10.58,515.3217,489.8033,518.9668,515.8661,507.1771,524.1365,506.2079
510109,9,2004,1,10.67,627.307,616.4004,658.4937,604.6118,602.0642,617.9653,600.2881
510110,12,2004,2,10.42,668.5534,551.3886,599.9875,572.7626,608.7846,591.0917,611.7433
510111,6,2004,2,10.92,549.7739,578.6219,520.4856,512.0122,521.3549,460.8918,510.5661
510112,2,2005,1,10.25,558.741,573.4446,552.6023,557.7798,514.2556,511.0208,498.6734
510114,7,2005,1,9.83,585.6048,579.4455,637.8171,560.9381,613.3935,630.2988,631.7437
510115,7,2005,2,9.83,579.2682,613.3481,592.4239,595.4257,560.1685,564.7002,516.3485
510116,3,2004,1,11.17,634.3575,644.2178,649.1591,600.7263,615.7894,616.151,586.857
510117,7,2004,2,10.83,578.7055,590.0364,610.1177,582.8226,587.9685,587.7217,573.8957
510118,8,2004,2,10.75,573.0618,558.5474,598.2728,566.0124,587.4862,550.1739,531.9105
510119,12,2004,2,10.42,554.7086,616.195,644.8847,595.997,628.7552,652.302,602.2394
510301,5,2005,1,10,624.0041,572.947,628.3185,570.4055,596.8444,586.2259,562.8722
510302,8,2005,2,9.75,717.0298,662.3034,623.2205,638.0383,658.6432,618.9144,593.7658
510304,8,2005,2,9.75,638.7962,706.12,683.4919,679.3691,637.2505,605.6224,608.3316
510305,5,2004,1,11,545.9954,584.7903,587.534,524.0599,578.1509,568.3845,533.8011
510306,3,2005,2,10.17,547.8173,603.9038,537.8573,540.1738,547.2256,547.4579,593.5831
510307,4,2005,1,10.08,549.0434,525.1327,619.8135,604.1582,564.3067,497.6329,550.3298
510308,3,2005,2,10.17,611.0922,503.7458,563.6374,499.3509,606.201,580.8493,605.1466
510309,1,2004,1,11.33,597.5622,526.2637,568.826,516.8696,556.2493,568.5706,582.8626
510310,5,2005,2,10,445.347,377.8255,487.2271,458.46,380.3978,380,427.4839
510311,5,2005,1,10,606.1615,592.4935,670.3921,603.9146,580.0261,583.7822,613.0237
510312,1,2005,2,10.33,609.2028,672.8045,623.7281,646.3726,644.809,633.2819,618.1404
510313,10,2004,2,10.58,610.3882,610.8699,607.9036,598.2868,646.2077,619.1561,611.4615
510314,10,2004,2,10.58,559.4145,548.644,492.4276,495.3141,543.1508,508.8953,527.1424
510315,11,2005,1,9.5,718.5659,700.6047,655.1697,629.4795,749.9178,703.6447,714.0634
510316,12,2004,1,10.42,626.6356,646.7928,653.3553,647.3043,707.2756,694.1878,683.4563
510317,3,2005,1,10.17,608.2803,589.1187,641.2909,576.3798,565.9029,555.8239,589.0385
510318,5,2005,2,10,569.4199,739.2953,613.0463,619.0358,646.3937,619.9963,639.6697
510319,6,2004,2,10.92,579.068,567.4583,604.7878,587.5078,571.4168,579.613,551.4175
510320,2,2005,2,10.25,562.5499,577.4579,607.2482,609.0663,542.6106,528.1335,516.3333
520301,11,2004,1,10.42,575.4057,550.8397,582.4048,578.5331,632.2621,641.4408,598.6741
520302,1,2005,2,10.25,497.3658,524.5097,531.3653,503.0598,446.5932,474.3513,452.3433
520304,7,2005,1,9.75,592.053,620.2424,598.6602,615.2614,633.9984,628.3519,625.6561
520305,11,2004,1,10.42,528.537,518.9848,560.4052,554.8808,569.1164,571.5104,552.3069
520306,4,2005,2,10,564.5789,620.8884,576.2778,595.6769,569.4852,565.0694,572.1441
520307,7,2005,2,9.75,570.0694,449.7263,458.058,453.9787,477.2601,526.9705,490.2136
520309,10,2004,2,10.5,605.2853,537.9295,607.6505,572.1947,575.624,596.9808,511.2725
520310,2,2005,2,10.17,566.4363,547.5122,565.3652,539.8104,494.1293,517.3779,470.078
520311,7,2005,1,9.75,502.9209,561.5942,538.7832,535.0704,447.812,449.3675,463.9561
520313,5,2005,1,9.92,508.6639,506.4186,539.871,489.2133,503.8905,537.3809,487.9043
520314,10,2004,2,10.5,557.8564,632.0411,645.4157,635.5565,582.4502,548.3427,576.5531
520315,2,2005,1,10.17,586.9754,632.9,665.1082,599.8853,682.6164,665.1594,625.6517
520316,4,2005,1,10,554.9513,558.6136,571.3886,549.593,534.4417,549.9055,554.4126
520317,12,2004,1,10.33,603.6254,593.3131,600.1308,592.1203,600.3422,614.4453,609.6909
520318,2,2005,1,10.17,594.1925,651.21,641.4323,608.6959,584.9229,588.4773,573.1361
520322,5,2005,1,9.92,506.3673,489.1178,533.474,480.3057,517.3443,520.744,559.1592
520401,1,2005,2,10.25,527.2993,563.5526,571.3375,527.7312,590.6364,575.6388,590.0243
