IDSTUD,ITBIRTHM,ITBIRTHY,ITSEX,ASDAGE,ASSSCI01,ASSEAR01,ASSLIF01,ASSPHY01,ASSKNO01,ASSAPP01,ASSREA01
520402,9,2004,1,10.58,562.2523,504.2651,512.8736,526.0977,544.7494,577.284,569.5454
520403,8,2005,2,9.67,509.1199,525.0767,500.3988,534.5334,469.7228,436.8216,449.6489
520404,3,2005,2,10.08,500.4735,495.6623,482.4488,480.393,521.9169,516.2391,474.856
520405,12,2005,1,9.33,492.5772,409.272,475.5367,492.1802,442.0695,474.5438,453.8627
520406,11,2004,1,10.42,648.5587,512.8437,534.1567,491.8308,636.4753,629.7753,613.7454
520407,3,2005,2,10.08,591.8667,565.0238,569.2849,589.5111,550.2943,521.548,547.3931
520409,11,2004,2,10.42,573.0055,452.1173,480.8849,500.3067,515.0672,513.6358,518.3474
520410,5,2005,2,9.92,459.6263,418.4195,440.7692,425.701,352.3104,322.9157,365.7097
520411,12,2004,1,10.33,587.7365,654.826,605.9252,614.3506,615.4445,597.2831,581.1307
520414,11,2005,1,9.42,476.2747,387.9988,439.7297,441.559,440.9461,463.9477,472.5539
520415,11,2004,2,10.42,457.4928,447.0015,473.4971,446.8822,490.8098,473.0847,438.2568
520417,1,2002,2,13.25,550.9715,522.6317,470.0789,500.4335,549.9431,528.7346,533.7805
520418,11,2004,2,10.42,598.0708,563.4293,521.1327,566.5324,578.1663,563.4728,553.6631
520419,4,2005,2,10,500.4421,456.6229,527.4929,534.718,517.744,522.3759,549.68
520421,11,2004,1,10.42,543.5587,489.5225,540.6628,484.2337,544.1094,557.3031,513.8285
520422,9,2004,2,10.58,497.2216,434.2082,485.6366,465.6975,440.1126,456.8816,458.2535
520423,3,2005,1,10.08,579.4298,578.6891,523.3306,596.3086,526.5733,547.6076,568.7691
530101,3,2005,1,10.08,532.6269,582.6266,597.3566,578.5132,531.7268,524.8074,527.0592
530102,8,2005,2,9.67,624.383,552.0755,550.3909,533.5441,528.8164,541.9755,509.2323
530103,7,2005,1,9.75,598.0367,511.7437,589.5677,564.6983,577.6503,560.0507,561.7023
530104,9,2004,2,10.58,599.3576,654.011,618.4338,634.9632,576.3298,583.873,560.0128
530105,6,2005,2,9.83,584.068,536.7994,546.3158,559.8064,537.8446,530.5756,543.6489
530106,3,2005,2,10.08,609.2133,581.7296,569.8542,606.5685,649.8504,621.8632,593.6548
530107,4,2004,1,11,420.7753,390.9551,399.5611,409.4918,439.2726,434.3303,460.9998
530108,4,2005,1,10,541.6324,430.0579,559.3485,535.0162,524.8581,538.4957,576.0003
530109,3,2004,2,11.08,450.0787,379.4875,411.5478,384.9372,365.7857,378.3887,425.5979
530110,2,2004,1,11.17,534.5445,502.8834,580.1843,512.5029,480.6193,482.3781,489.8771
530112,9,2004,2,10.58,674.7983,698.0572,651.0262,653.4117,629.5091,582.9669,562.1175
530113,3,2005,1,10.08,596.0441,638.1092,653.9211,625.6075,631.7843,583.2613,636.0018
530114,2,2005,1,10.17,447.2261,445.6027,484.5533,492.5156,495.8422,503.0503,488.6625
530115,10,2004,1,10.5,657.2449,562.9602,595.5619,591.2004,638.4965,653.5509,647.7957
530116,1,2005,2,10.25,530.7058,650.4462,621.3361,611.9846,596.7318,603.1838,545.35
530117,2,2004,2,11.17,407.3587,411.953,464.419,460.0324,429.5175,435.1153,423.8219
530118,12,2004,2,10.33,452.0926,438.3709,465.3192,430.3243,481.9699,444.8885,485.1296
530119,2,2005,2,10.17,613.3679,623.6171,628.0587,599.1758,587.1164,590.3028,588.9461
530120,1,2005,2,10.25,540.9101,471.1735,542.2951,510.5598,556.4341,542.211,573.7797
530121,9,2004,1,10.58,631.5956,575.0922,614.8179,578.7214,617.6388,621.8174,641.2449
530122,6,2005,1,9.83,523.4556,496.6024,561.4853,561.1062,562.5963,539.1739,521.148
530123,7,2004,2,10.75,696.6772,633.8714,632.532,606.7935,645.9278,628.759,617
530501,7,2004,1,10.75,556.2516,540.2635,552.0429,554.4413,574.9501,552.4149,550.5245
530502,10,2004,2,10.5,517.5813,478.4843,476.7138,485.4782,532.2566,534.1197,503.3946
530503,10,2003,2,11.5,458.7226,456.8324,451.7786,420.1382,464.3958,448.0028,484.0331
530504,3,2005,2,10.08,483.2272,426.2469,524.6112,466.7321,499.0028,489.1529,474.5439
530505,9,2004,1,10.58,650.8172,684.1727,690.0138,625.8222,717.0751,691.7788,742.5579
530506,11,2004,2,10.42,607.5478,585.8141,604.2566,590.3703,545.1573,556.2964,513.5379
530507,6,2004,2,10.83,504.6982,466.3538,530.6216,524.7719,402.0411,433.1837,476.1025
530508,10,2004,2,10.5,425.1663,430.8444,456.9188,441.254,434.3054,467.5273,488.6188
530509,11,2004,1,10.42,587.3774,606.8799,631.8885,562.4543,590.8597,624.2193,604.0287
530510,10,2004,1,10.5,575.7274,618.57,624.7976,599.6786,649.7832,634.1803,610.8694
530511,1,2005,2,10.25,620.1935,648.7253,605.3075,591.2925,593.3478,621.622,510.6106
530512,1,2005,2,10.25,526.8608,589.7051,601.3528,545.0628,578.536,593.3036,560.8205
530513,4,2005,2,10,603.8074,628.2137,610.756,634.4518,529.0877,523.9912,528.2099
530514,4,2005,1,10,450.9459,448.8934,478.5209,469.6766,426.7916,499.0811,458.8278
530515,12,2004,1,10.33,624.2033,686.4886,616.359,616.8803,644.1263,606.0068,622.9658
530516,4,2005,1,10,537.2407,523.8405,518.2669,536.7881,517.8993,538.448,442.7831
530517,10,2004,1,10.5,575.5996,564.7633,598.2581,580.8014,586.6348,579.6146,582.0518
530518,5,2004,2,10.92,670.177,590.9368,588.1443,606.157,649.4022,614.1297,598.2149
530519,9,2004,2,10.58,693.5513,679.3321,715.8055,664.7262,717.5101,689.3855,653.5864
530520,7,2005,1,9.75,577.8685,731.289,742.7941,719.033,656.0229,656.8812,641.9931
530521,10,2004,2,10.5,577.442,660.7965,632.3551,619.2365,614.378,596.9463,578.2642
530522,8,2005,2,9.67,656.9411,596.5597,632.637,595.4429,635.8666,628.4738,632.6632
540101,11,2004,2,10.42,502.3737,399.5146,512.6591,496.0525,462.8929,483.9621,480.1103
540102,3,2005,1,10.08,459.8523,433.2701,433.4384,391.8726,436.0746,432.4649,453.6384
540103,11,2004,2,10.42,590.9488,532.9115,600.5906,522.2953,589.7548,579.7042,586.2889
540104,4,2005,2,10,539.147,490.1071,522.1014,481.699,538.1844,562.0628,520.5642
540105,7,2005,2,9.75,674.3703,684.4178,679.6446,630.2925,627.7756,630.1986,562.5926
540106,3,2004,2,11.08,609.2181,509.1006,569.7402,507.0503,464.655,452.6143,477.321
540107,7,2005,2,9.75,467.5781,420.3081,503.6943,451.7843,365.5657,439.2806,440.7323
540108,6,2005,2,9.83,526.4602,480.5472,515.5762,513.9989,466.5611,488.6119,409.8843
540109,4,2005,1,10,649.2235,580.4591,667.128,561.8323,597.7108,586.1677,605.5127
540110,4,2005,1,10,550.8747,571.2077,528.5294,594.99,661.2202,645.7833,589.424
540111,12,2004,1,10.33,516.6223,542.288,515.4558,536.577,550.6896,518.8383,499.093
540112,8,2004,1,10.67,564.0354,549.1983,580.0955,507.7367,604.5794,614.2102,557.8287
540113,11,2004,1,10.42,481.9573,502.2123,563.8704,538.2495,491.1647,481.2572,485.124
540114,3,2005,2,10.08,499.2489,526.4015,528.5116,547.7351,529.5042,553.3766,506.8147
540115,12,2004,1,10.33,494.8156,423.5425,492.9117,469.1684,490.0631,518.7568,499.6194
540116,1,2005,1,10.25,479.7589,518.546,538.9682,513.5017,513.7088,556.3224,524.5867
540117,4,2005,2,10,544.9193,595.2179,564.6874,536.187,551.732,595.6586,518.9326
540118,10,2004,2,10.5,528.7462,473.7294,518.9797,495.7419,523.8016,530.5767,496.7573
540119,6,2005,1,9.83,408.9396,445.7029,475.6752,503.4666,418.4622,435.7145,472.6936
540120,5,2005,2,9.92,551.0442,586.7489,544.8932,546.1135,589.476,583.2275,550.0067
540121,5,2005,2,9.92,448.2359,462.5219,520.1951,514.9717,527.9149,491.5508,513.3214
540122,9,2004,1,10.58,453.7046,491.1564,504.2407,462.5441,481.5341,467.09,468.4658
540201,5,2005,1,9.92,424.2833,439.7587,473.3052,427.6844,393.3364,418.5407,442.2161
540202,11,2004,2,10.42,429.2952,365.5585,430.4494,379.6726,460.2576,444.8955,493.7416
540203,7,2004,2,10.75,282.4435,368.25,386.3616,347.5975,289.0317,296.0549,344.2125
540204,4,2005,2,10,443.2416,432.4319,423.2021,431.0577,398.1916,396.2611,450.3304
540205,7,2005,1,9.75,409.5882,517.6525,509.7098,537.7989,441.9302,421.0982,447.2902
540206,11,2004,2,10.42,410.4157,524.2535,523.3529,510.3788,384.4902,389.9057,401.7014
540207,4,2008,2,7,314.9787,279.2958,368.2969,365.4432,259.9598,289.2871,336.9389
540208,3,2005,2,10.08,405.7019,429.9055,476.779,461.4244,405.7729,397.6458,416.2138
540209,3,2005,2,10.08,433.2886,410.9721,361.87,395.0652,290.0394,369.5204,292.4987
540211,3,2004,1,11.08,408.1997,404.2208,465.9937,438.4977,345.1696,369.3495,371.5774
540212,11,2004,2,10.42,343.301,347.9798,344.1973,380.9754,332.2111,333.4925,377.0217
540213,11,2004,2,10.42,415.6454,379.291,459.8028,413.6242,321.1295,314.7705,341.545
540214,3,2005,1,10.08,348.466,371.1244,427.974,388.8337,340.7692,368.6774,359.6131
540215,9,2004,2,10.58,464.2076,472.8432,484.0538,449.4,367.6605,368.7824,377.9514
540217,9,2004,2,10.58,375.1917,348.1245,375.245,354.0702,341.7454,375.8062,375.9881
540218,7,2005,2,9.75,445.6295,332.6088,385.2811,366.9636,285.5243,289.8845,364.5983
540219,8,2005,1,9.67,390.5885,405.7054,464.164,422.8645,328.6577,330.1486,352.8516
550101,4,2004,2,11.08,455.8227,536.9868,538.5368,563.7853,485.683,444.8436,479.121
550102,2,2005,2,10.25,539.9276,481.9119,515.2698,528.4186,557.9056,534.2101,515.8342
550103,11,2003,2,11.5,447.7902,344.7091,384.5012,412.1337,350.6361,361.1146,377.742
550104,10,2004,1,10.58,513.1658,469.9176,524.3228,489.1289,498.0979,448.2431,475.2935
550106,4,2005,1,10.08,520.1364,504.5753,572.0044,508.0912,546.5456,539.6839,581.5445
550107,11,2004,1,10.5,554.8882,557.751,578.0524,536.6835,585.5088,578.2284,624.9092
550108,10,2004,2,10.58,461.7984,457.0759,475.3637,477.7807,447.6549,446.8117,435.6215
550109,7,2005,1,9.83,551.599,473.4109,532.2191,531.0861,485.2873,491.4269,524.7884
550110,2,2005,1,10.25,502.4518,471.5417,581.4968,518.4077,544.0803,510.5672,541.429
550111,1,2005,1,10.33,551.6993,572.1115,555.0995,592.3854,581.0725,590.3963,543.3547
550112,1,2005,2,10.33,506.9429,454.964,557.4286,519.0785,536.9911,540.1675,528.1325
550113,7,2005,2,9.83,544.7655,559.9253,600.4639,568.3591,581.6168,569.6838,526.1901
550114,5,2005,1,10,536.3363,510.0939,549.0612,525.3683,502.9468,498.4816,509.5766
550115,5,2005,1,10,418.0649,418.5138,432.8551,421.5148,406.0757,423.9871,410.3214
550116,4,2005,2,10.08,642.7223,626.8504,622.9664,601.5342,744.7614,690.8669,694.3768
550117,4,2005,2,10.08,544.4096,404.365,484.085,451.8408,524.4708,534.9914,534.3408
550302,2,2005,2,10.25,435.7465,429.6683,521.571,466.8212,482.9698,496.4936,485.2156
550303,2,2005,1,10.25,448.4596,415.9696,457.4842,457.1877,456.2932,452.7367,466.7563
550304,4,2005,2,10.08,568.6202,587.9106,672.569,630.687,615.5903,635.2537,593.8028
550305,1,2005,1,10.33,469.9502,339.5062,470.5769,377.3763,430.7632,460.3826,441.4293
550306,6,2005,2,9.92,424.168,411.2403,395.6439,409.0869,440.1328,440.0909,456.9955
550307,9,2004,1,10.67,503.5886,428.2428,498.5511,461.2092,416.9889,406.204,409.4806
550308,4,2005,2,10.08,492.079,416.8609,422.0446,445.4218,408.4177,422.3109,423.9289
550309,5,2005,1,10,488.5855,515.4649,617.7284,546.3168,597.8824,576.0852,609.0989
550310,1,2005,2,10.33,317.0648,371.6067,393.8553,360.7123,285.1159,317.0068,340.8481
550311,3,2005,1,10.17,488.1216,449.0822,399.1079,427.3646,462.9826,479.4407,447.1537
550312,5,2004,2,11,530.117,491.1989,476.1987,480.0763,519.0233,525.9679,528.2208
550313,10,2004,2,10.58,451.8968,449.2521,469.2175,476.3483,434.4461,431.0511,436.4105
550314,10,2004,1,10.58,410.8104,468.8073,494.414,498.4724,473.0348,483.8019,490.6507
550315,11,2004,2,10.5,457.5943,482.0361,491.5198,464.0971,517.1741,520.8865,515.5588
550316,5,2005,1,10,527.4537,404.1098,497.2985,489.0345,525.5227,503.4296,535.1789
550317,5,2005,2,10,359.0462,452.6938,443.3779,400.5421,394.6309,398.6922,397.8821
550318,8,2008,2,6.75,437.0176,451.6874,477.9802,491.2793,461.8845,415.5121,461.4228
560101,7,2004,1,10.83,609.181,529.8723,582.9207,509.0575,599.8508,555.1672,583.1537
560102,9,2004,2,10.67,547.7113,508.7311,516.6599,529.5414,541.9182,506.8983,480.3469
560104,12,2004,2,10.42,577.4833,480.1251,475.7436,515.3434,552.7558,540.336,529.6097
560105,11,2004,1,10.5,513.1526,497.0941,495.5393,465.1633,470.1565,516.391,477.4344
560106,7,2004,2,10.83,516.5698,552.4284,579.5089,549.6151,545.9151,569.9281,590.3566
560107,6,2004,2,10.92,442.882,536.1395,543.79,505.926,555.7469,522.995,486.6327
560108,2,2004,2,11.25,512.7463,593.8062,609.7209,606.5101,552.4967,556.2291,546.4527
560109,8,2005,2,9.75,546.0058,503.837,471.776,488.1693,557.5979,562.4382,536.0123
560110,8,2005,2,9.75,581.1407,581.6526,569.2848,581.8914,612.7187,554.847,558.9594
560111,3,2005,2,10.17,577.2033,620.92,657.2699,621.5367,599.4505,585.5657,554.0631
560112,12,2004,2,10.42,489.1241,491.8524,433.9546,440.6239,467.8467,461.1361,463.7505
560113,10,2004,2,10.58,598.6261,591.8335,630.402,568.7271,543.4574,574.466,536.7006
560114,1,2003,2,12.33,495.6441,485.4181,480.9578,431.4713,527.7806,512.4213,532.345
560116,7,2005,1,9.83,590.2819,585.5583,630.6812,596.1959,612.0848,606.0252,597.2753
560117,11,2004,1,10.5,514.6023,599.4374,573.7913,536.3192,554.3402,534.9404,526.0107
560118,10,2004,2,10.58,553.7435,601.7247,597.0788,579.8693,586.6378,560.6767,527.8763
560119,1,2005,2,10.33,578.896,575.597,494.2607,558.1282,578.6212,543.2982,584.3999
560120,1,2005,1,10.33,546.5497,648.5962,546.8956,579.177,550.8357,539.9273,551.6939
560121,11,2004,1,10.5,624.0339,630.6039,662.9004,572.4915,616.7331,603.9181,577.3973
560123,3,2005,2,10.17,660.4271,573.5708,621.0134,589.5913,651.8258,654.1291,616.09
560124,9,2003,2,11.67,583.8064,554.0771,601.3167,563.7904,639.3527,632.2996,636.6633
560201,7,2005,2,9.83,605.1821,675.0206,640.1872,620.5189,665.2841,661.0835,620.0214
560203,11,2004,1,10.5,601.0662,731.8502,692.7827,698.3898,668.9758,668.6466,660.0006
560204,1,2006,2,9.33,613.0611,700.8746,661.0179,691.3316,570.8753,569.0007,564.585
560206,12,2004,1,10.42,519.6268,505.2722,553.7236,562.7265,562.2612,503.7115,526.207
560207,6,2004,2,10.92,543.8247,549.353,475.8654,479.6049,587.7916,607.7316,572.5963
560208,10,2004,2,10.58,651.6085,691.6538,666.0346,689.5182,684.9162,647.133,642.3888
560209,12,2004,2,10.42,569.6799,618.8759,645.036,604.7844,635.3975,620.3096,591.4998
560210,6,2005,2,9.92,626.5912,635.8364,689.6396,656.909,672.6356,617.017,627.3119
560211,4,2004,2,11.08,574.7548,560.9905,586.2295,586.9832,643.7525,640.6132,605.2657
560212,9,2004,2,10.67,618.4961,514.6664,545.7003,513.7709,489.9639,501.1778,551.2171
560213,5,2005,1,10,596.3739,522.6822,544.7795,517.6069,675.7939,642.6223,624.1756
560214,9,2004,1,10.67,574.7863,498.8797,564.2194,549.7013,550.939,629.394,551.0569
560215,3,2005,1,10.17,616.3444,668.1175,634.6501,630.3359,698.2713,680.3191,697.2786
560217,5,2004,2,11,576.7129,531.6534,561.3146,548.1363,551.641,548.4067,529.8349
560219,12,2003,2,11.42,500.0019,545.8042,527.4414,583.9025,539.0624,531.9829,542.656
560221,3,2004,1,11.17,620.6366,637.214,650.9689,610.8846,550.9034,541.0311,552.646
560222,8,2005,1,9.75,444.8479,526.7547,498.7956,469.9726,517.4963,508.0844,478.5282
560223,8,2004,2,10.75,593.4432,571.4812,616.909,555.0218,581.0312,579.8171,542.9461
560224,8,2004,1,10.75,567.0921,565.5835,633.814,595.4577,616.2627,619.3912,608.9089
570202,6,2004,1,10.83,416.331,447.183,413.045,443.1596,387.9785,384.4299,378.5389
570209,8,2005,2,9.67,448.4518,484.0771,476.986,495.4044,492.515,512.1594,551.197
570211,4,2005,1,10,600.2471,494.3837,532.6381,504.3661,516.7973,526.0365,499.7499
570217,3,2004,2,11.08,509.6233,624.5884,613.31,606.5377,567.3005,571.6711,533.7735
570301,1,2005,1,10.25,604.718,606.5713,694.5068,639.5985,601.5593,584.1249,661.7368
570302,3,2005,1,10.08,577.7122,505.7956,572.3166,564.0785,642.3727,595.9785,610.0987
570304,11,2004,2,10.42,490.3766,492.5776,435.501,421.4344,510.7648,483.6781,462.0931
570306,2,2005,1,10.17,547.7133,510.3791,589.5651,524.8754,540.0696,540.6445,549.4775
570308,9,2004,1,10.58,483.2588,525.8389,585.8028,555.0343,599.26,596.7703,562.5281
570309,9,2004,1,10.58,569.7485,486.2987,535.5782,497.3661,524.1449,525.9497,533.0431
570311,10,2004,1,10.5,538.0557,571.0547,508.7395,513.1903,641.8405,576.1015,611.0203
570312,1,2005,1,10.25,597.2708,587.7927,600.8423,613.4261,626.1636,606.2992,612.3662
570314,11,2004,2,10.42,481.4997,460.2874,466.8925,442.5717,468.5802,471.7271,454.9309
570315,4,2005,2,10,526.0635,533.3975,530.1035,489.3037,537.3589,545.1475,505.6283
570316,1,2005,1,10.25,520.5414,536.8716,520.9988,481.0961,459.3217,487.7276,464.544
570317,11,2004,1,10.42,495.5067,519.0863,528.1885,503.1618,500.0221,499.9052,521.0467
570318,12,2004,1,10.33,580.0958,531.168,554.6966,552.4622,548.0392,534.0711,583.4847
570319,8,2005,1,9.67,480.1589,451.031,437.2997,444.132,470.7698,487.0893,492.321
570320,5,2005,2,9.92,494.4926,461.2758,524.5501,494.9114,446.016,444.6836,465.6623
570321,4,2005,1,10,553.584,528.2879,529.2419,490.0383,585.1223,540.5234,561.9172
570322,6,2005,2,9.83,542.4373,594.2273,575.726,536.9814,662.8534,613.2459,572.0796
570323,11,2004,1,10.42,622.3136,534.551,568.8027,532.3351,573.0482,523.7236,567.4397
580201,2,2005,2,10.25,412.7428,334.0878,358.5514,405.1569,416.7143,458.1619,425.8308
580202,4,2005,2,10.08,554.7664,626.8153,646.2224,599.256,574.9995,554.3542,540.3972
580203,12,2004,1,10.42,695.5088,618.531,658.6128,622.039,668.3762,644.7489,626.7688
580204,4,2005,2,10.08,583.1449,554.3231,579.1432,569.9384,686.1382,667.9514,650.5964
580205,2,2005,1,10.25,645.2582,605.3957,586.0397,554.9266,675.5612,649.9716,612.0163
580206,8,2005,2,9.75,647.3787,654.9175,668.06,641.6038,569.7762,604.6318,552.4531
580207,8,2005,1,9.75,680.5375,630.6806,692.7707,634.6933,602.8268,613.3116,595.0994
580208,5,2005,2,10,548.9748,557.3916,583.1273,553.7321,550.1361,563.5727,556.7691
580209,3,2005,2,10.17,640.7167,633.9607,627.0228,619.0349,633.7442,635.0907,604.2082
580210,12,2004,1,10.42,630.1373,690.2976,704.8486,665.979,683.2698,654.6377,685.1811
580211,8,2005,2,9.75,570.3647,554.6418,626.6703,576.3232,639.4348,662.3613,682.1175
580212,5,2005,1,10,609.6719,680.7701,659.6031,649.3757,634.8804,622.3638,626.1126
580213,9,2005,1,9.67,685.1828,598.0152,625.1998,575.6311,589.3363,595.0916,606.1905
580214,1,2005,1,10.33,574.1222,594.9989,665.8405,640.652,638.3581,628.8631,639.708
580215,1,2005,2,10.33,652.2989,607.4955,657.3368,635.8263,693.9072,683.6544,668.8491
580216,3,2005,1,10.17,599.5582,466.0897,528.9673,547.8047,565.5824,570.5811,542.6282
580217,3,2005,1,10.17,589.4185,586.8123,626.3494,594.4524,605.331,589.4084,554.9782
580218,3,2005,2,10.17,613.5527,638.0385,644.9914,645.5006,769.165,723.4713,712.0811
580219,12,2004,1,10.42,691.84,617.3724,566.8019,598.2658,624.2107,624.9418,559.7842
580220,3,2005,2,10.17,621.536,692.9879,689.1663,684.255,695.2359,679.2186,669.8893
580221,9,2005,1,9.67,637.8627,617.0341,677.7295,606.6538,658.275,617.3927,637.7192
580222,4,2005,2,10.08,702.3823,599.1019,650.7937,668.1691,575.8502,548.8946,585.12
580223,10,2004,2,10.58,682.6232,666.6116,672.3128,654.2969,630.881,600.8838,596.9717
580224,10,2005,1,9.58,698.3236,666.3328,689.2428,700.5395,651.0353,617.2577,623.4606
580225,6,2005,1,9.92,589.4586,610.982,630.3952,611.726,613.774,620.5244,609.8901
580226,4,2005,1,10.08,615.4159,621.0125,591.7692,550.8663,607.6743,602.618,608.2096
580227,8,2005,2,9.75,634.3102,673.2275,639.2584,610.2978,633.7923,583.4837,597.9842
580228,3,2005,2,10.17,531.5247,586.638,595.8557,586.2423,622.5333,635.5153,578.6177
580229,9,2005,1,9.67,496.501,598.5863,626.8058,603.3551,546.9163,524.7208,566.0294
580230,5,2005,2,10,582.0208,580.1521,592.3034,608.8511,563.0322,553.4891,531.5302
580231,8,2005,1,9.75,689.1222,713.2372,741.0699,675.4738,676.5004,668.3749,657.1993
580232,10,2005,2,9.58,647.0702,632.6607,666.3629,619.0924,686.2872,600.6333,608.6649
580501,1,2005,2,10.33,701.9216,614.8655,611.252,622.8814,654.9272,632.3945,626.4936
580503,9,2005,1,9.67,648.7611,576.9266,643.2401,570.1646,613.9698,607.5331,579.3834
580504,4,2005,2,10.08,688.0371,624.2661,621.7441,617.8072,692.4883,698.7631,669.7004
580505,12,2004,1,10.42,605.2192,599.9241,645.6891,564.3796,631.9612,601.9096,569.7193
580506,5,2006,2,9,564.4572,536.0043,508.688,535.5658,566.3555,561.7214,539.884
580507,3,2005,1,10.17,648.7342,636.7272,670.5394,643.8617,726.6253,668.7457,683.1755
580508,7,2005,1,9.83,684.7738,624.456,651.6905,672.3929,655.6365,679.7443,671.6422
580509,7,2005,1,9.83,591.09,502.0683,641.556,578.9445,663.8766,618.5101,622.8991
580510,11,2005,2,9.5,669.1669,593.4845,594.1141,558.8173,588.6072,623.8474,563.0668
580511,5,2005,2,10,590.5739,583.7911,654.4628,587.156,584.4126,540.232,544.3091
580512,1,2005,1,10.33,612.9494,588.4506,619.6002,603.6102,671.9955,653.2854,674.2452
580513,7,2005,2,9.83,569.1036,626.3194,600.171,638.568,638.4448,660.811,640.5798
580514,5,2005,2,10,579.415,552.4328,591.3397,572.4993,524.4728,506.44,503.5652
580515,11,2005,2,9.5,544.7966,485.692,530.9994,538.7576,572.0345,564.6718,580.2069
580516,8,2005,1,9.75,545.1739,533.6814,542.8077,547.697,604.3589,625.5079,574.9816
580517,6,2005,1,9.92,701.8573,659.8256,681.0172,668.1963,790.4537,765.9804,739.3728
